,NEIGHBORHOOD,building_category,building_class,zip_code,total_unit,square_feet,house_age,price
84313,WILLOWBROOK,02,B2,10314,2.0,2318.0,46.0,722000.0
43653,OCEAN PARKWAY-NORTH,10,D4,11230,2.3948661722025153,4256.917964482139,56.0,579000.0
23172,RIVERDALE,10,D4,10471,2.3948661722025153,4256.917964482139,55.0,235000.0
6828,LOWER EAST SIDE,10,D4,10002,2.3948661722025153,4256.917964482139,57.0,815000.0
45448,PROSPECT HEIGHTS,10,D4,11238,2.3948661722025153,4256.917964482139,91.0,772513.0
32266,CANARSIE,01,A1,11236,1.0,1344.0,86.0,300000.0
64541,JAMAICA,01,A5,11432,1.0,1398.0,96.0,450000.0
82810,SOUTH BEACH,01,A5,10305,1.0,1675.0,14.0,480000.0
57433,FLUSHING-NORTH,10,D4,11354,2.3948661722025153,4256.917964482139,57.0,140000.0
33871,CONEY ISLAND,10,D4,11224,2.3948661722025153,4256.917964482139,53.0,430000.0
42903,OCEAN HILL,02,S2,11207,3.0,3300.0,91.0,700000.0
19822,COUNTRY CLUB,02,B9,10465,2.0,3600.0,56.0,690000.0
63631,JACKSON HEIGHTS,01,A5,11369,1.0,1183.0,87.0,625000.0
43640,OCEAN PARKWAY-NORTH,10,D4,11230,2.3948661722025153,4256.917964482139,54.0,66687.0
13235,UPPER EAST SIDE (59-79),17,R9,10021,2.3948661722025153,4256.917964482139,59.0,1150000.0
82793,SOUTH BEACH,01,A2,10305,1.0,952.0,96.0,331320.0
61054,FOREST HILLS,13,R4,11375,1.0,4256.917964482139,46.0,540000.0
55813,FLORAL PARK,01,A0,11040,1.0,1469.0,71.0,640000.0
73483,SPRINGFIELD GARDENS,01,A0,11434,1.0,1125.0,71.0,320000.0
64,ALPHABET CITY,09,C6,10009,2.3948661722025153,4256.917964482139,97.0,490000.0
36151,DYKER HEIGHTS,04,R3,11228,1.0,4256.917964482139,12.0,632000.0
49499,ARVERNE,02,B9,11692,2.0,1848.0,57.0,415000.0
45898,SHEEPSHEAD BAY,01,A5,11235,1.0,1170.0,97.0,493000.0
37635,FLATBUSH-CENTRAL,13,R4,11218,1.0,4256.917964482139,10.0,830000.0
69831,REGO PARK,13,R4,11374,1.0,4256.917964482139,80.0,221052.0
18252,WASHINGTON HEIGHTS UPPER,10,D4,10040,2.3948661722025153,4256.917964482139,66.0,450000.0
34063,CROWN HEIGHTS,02,B1,11216,2.0,3570.0,12.0,2674000.0
21115,MORRIS PARK/VAN NEST,02,B1,10462,2.0,2750.0,62.0,645000.0
12324,UPPER EAST SIDE (59-79),10,D4,10021,2.3948661722025153,4256.917964482139,54.0,873750.0
12290,UPPER EAST SIDE (59-79),10,D4,10021,2.3948661722025153,4256.917964482139,51.0,1580000.0
40111,GRAVESEND,02,B1,11214,2.0,1728.0,91.0,1080000.0
447,CHELSEA,10,D0,10011,2.3948661722025153,4256.917964482139,96.0,939000.0
67634,OAKLAND GARDENS,01,A1,11364,1.0,2280.0,62.0,858000.0
58479,FLUSHING-NORTH,13,R4,11354,1.0,4256.917964482139,2.0,688579.0
37360,FLATBUSH-CENTRAL,02,B3,11226,2.0,2739.0,96.0,375000.0
74911,WHITESTONE,01,A0,11357,1.0,1197.0,61.0,765000.0
14140,UPPER EAST SIDE (79-96),10,D4,10128,2.3948661722025153,4256.917964482139,10.0,2750000.0
59180,FLUSHING-SOUTH,01,A5,11367,1.0,1732.0,77.0,494571.0
27326,BEDFORD STUYVESANT,07,C3,11221,4.0,2306.0,86.0,997899.0
20676,KINGSBRIDGE/JEROME PARK,10,D4,10463,2.3948661722025153,4256.917964482139,54.0,168765.0
20180,FORDHAM,03,C0,10468,3.0,2232.0,115.0,505000.0
23752,SOUNDVIEW,02,B3,10472,2.0,2260.0,96.0,666368.0
41842,MARINE PARK,01,A5,11234,1.0,1710.0,87.0,175000.0
19808,COUNTRY CLUB,02,B1,10465,2.0,1960.0,57.0,430000.0
55570,FAR ROCKAWAY,02,B3,11691,2.0,2040.0,112.0,385000.0
26923,BEDFORD STUYVESANT,02,B3,11216,2.0,3600.0,117.0,2550000.0
66798,MASPETH,01,A5,11378,1.0,600.0,92.0,490000.0
9621,MIDTOWN WEST,26,H3,10019,2.0,112850.0,9.0,33900.0
26074,BAY RIDGE,07,C3,11220,4.0,3198.0,86.0,1200000.0
10969,SOUTHBRIDGE,10,D4,10038,2.3948661722025153,4256.917964482139,116.0,2100128.0
10183,MURRAY HILL,10,D4,10016,2.3948661722025153,4256.917964482139,61.0,372500.0
58647,FLUSHING-NORTH,13,R4,11355,1.0,4256.917964482139,7.0,358140.0
16236,UPPER WEST SIDE (59-79),17,R9,10023,2.3948661722025153,4256.917964482139,40.0,725000.0
12391,UPPER EAST SIDE (59-79),10,D4,10065,2.3948661722025153,4256.917964482139,57.0,375500.0
74787,SUNNYSIDE,13,R4,11104,1.0,4256.917964482139,78.0,637000.0
82128,ROSEBANK,01,A5,10305,1.0,1311.0,51.0,410000.0
60382,FOREST HILLS,10,D4,11375,2.3948661722025153,4256.917964482139,53.0,324000.0
68944,QUEENS VILLAGE,01,A1,11429,1.0,1216.0,82.0,505000.0
3806,GREENWICH VILLAGE-CENTRAL,10,D4,10003,2.3948661722025153,4256.917964482139,117.0,2125000.0
51300,BAYSIDE,02,B1,11360,2.0,3406.0,56.0,1310000.0
69326,REGO PARK,02,B3,11374,2.0,1950.0,86.0,995000.0
63583,JACKSON HEIGHTS,01,A5,11372,1.0,1431.0,76.0,630000.0
9044,MIDTOWN WEST,10,D4,10019,2.3948661722025153,4256.917964482139,60.0,849000.0
1682,CLINTON,13,R4,10036,1.0,4256.917964482139,29.0,945000.0
36675,EAST NEW YORK,02,B3,11207,2.0,1384.0,97.0,495000.0
61737,GLENDALE,01,A1,11375,1.0,1400.0,91.0,885000.0
50346,ASTORIA,10,D4,11106,2.3948661722025153,4256.917964482139,67.0,349239.0
15360,UPPER WEST SIDE (59-79),10,D4,10023,2.3948661722025153,4256.917964482139,76.0,1025000.0
14260,UPPER EAST SIDE (79-96),10,D4,10075,2.3948661722025153,4256.917964482139,54.0,525000.0
62345,HOLLIS,01,A2,11412,1.0,1215.0,72.0,550000.0
46594,SHEEPSHEAD BAY,13,R4,11235,1.0,4256.917964482139,9.0,377500.0
2698,FLATIRON,10,D0,10010,2.3948661722025153,4256.917964482139,117.0,1550000.0
45177,PARK SLOPE SOUTH,03,C0,11215,3.0,2760.0,117.0,549000.0
35883,DYKER HEIGHTS,01,A5,11228,1.0,1170.0,86.0,825000.0
52669,BRIARWOOD,10,D4,11435,2.3948661722025153,4256.917964482139,62.0,180000.0
28722,BOERUM HILL,02,B3,11217,2.0,2400.0,118.0,2185000.0
77568,DONGAN HILLS,10,D4,10304,2.3948661722025153,4256.917964482139,48.0,230000.0
33586,COBBLE HILL,13,R4,11231,1.0,4256.917964482139,88.0,900000.0
40814,GREENPOINT,10,D4,11222,2.3948661722025153,4256.917964482139,68.0,144333.0
72118,SO. JAMAICA-BAISLEY PARK,02,B3,11436,2.0,1600.0,86.0,565000.0
36756,EAST NEW YORK,02,B2,11208,2.0,2000.0,51.0,400000.0
1108,CHINATOWN,43,RB,10038,1.0,4256.917964482139,8.0,1591427.0
66785,MASPETH,01,A5,11378,1.0,1240.0,101.0,560000.0
31102,BROWNSVILLE,01,S1,11212,2.0,2100.0,87.0,520000.0
64416,JACKSON HEIGHTS,10,D4,11372,2.3948661722025153,4256.917964482139,66.0,289000.0
30412,BRIGHTON BEACH,13,R4,11235,1.0,4256.917964482139,8.0,595000.0
12659,UPPER EAST SIDE (59-79),10,D4,10075,2.3948661722025153,4256.917964482139,107.0,290000.0
66359,LONG ISLAND CITY,13,R4,11101,1.0,4256.917964482139,8.0,1400000.0
25256,WILLIAMSBRIDGE,14,S9,10466,6.0,6537.0,86.0,940000.0
9456,MIDTOWN WEST,13,R4,10019,1.0,4256.917964482139,39.0,987702.0
67990,OAKLAND GARDENS,10,D4,11364,2.3948661722025153,4256.917964482139,51.0,160500.0
53144,COLLEGE POINT,02,B2,11356,2.0,1388.0,87.0,575701.0
55052,ELMHURST,09,C6,11377,2.3948661722025153,4256.917964482139,91.0,200000.0
54587,EAST ELMHURST,14,S3,11368,4.0,3180.0,87.0,1190000.0
35270,DOWNTOWN-FULTON FERRY,13,R4,11201,1.0,4256.917964482139,112.0,2158000.0
7883,MIDTOWN EAST,10,D4,10022,2.3948661722025153,4256.917964482139,40.0,860000.0
36980,EAST NEW YORK,07,C2,11207,6.0,4340.0,86.0,45000.0
19098,BELMONT,22,K4,10458,4.0,3555.0,85.0,875000.0
57327,FLUSHING-NORTH,09,C6,11358,2.3948661722025153,4256.917964482139,67.0,180000.0
43861,OCEAN PARKWAY-SOUTH,02,S2,11223,3.0,3800.0,86.0,1375000.0
83095,SUNNYSIDE,01,A2,10301,1.0,1242.0,56.0,300000.0
72166,SO. JAMAICA-BAISLEY PARK,02,B2,11436,2.0,1920.0,47.0,460000.0
25568,BATH BEACH,09,C6,11214,2.3948661722025153,4256.917964482139,68.0,335000.0
68207,OZONE PARK,01,A1,11417,1.0,1200.0,87.0,408499.0
54339,DOUGLASTON,10,D4,11362,2.3948661722025153,4256.917964482139,53.0,250000.0
10279,MURRAY HILL,13,R4,10016,1.0,4256.917964482139,60.0,620611.0
7512,MIDTOWN EAST,09,C6,10022,2.3948661722025153,4256.917964482139,117.0,1050000.0
34247,CROWN HEIGHTS,02,B1,11213,2.0,3492.0,116.0,555000.0
5300,HARLEM-CENTRAL,13,R4,10027,1.0,4256.917964482139,3.0,706665.0
9466,MIDTOWN WEST,13,R4,10019,1.0,4256.917964482139,38.0,1043706.0
319,CHELSEA,09,C6,10011,2.3948661722025153,4256.917964482139,106.0,583000.0
24005,SOUNDVIEW,07,C3,10472,4.0,3301.0,91.0,665000.0
25376,BATH BEACH,01,A5,11214,1.0,992.0,67.0,786000.0
47982,WILLIAMSBURG-EAST,11A,RR,11211,1.0,4256.917964482139,2.0,1640000.0
26293,BAY RIDGE,10,D4,11209,2.3948661722025153,4256.917964482139,90.0,195000.0
79124,GREAT KILLS-BAY TERRACE,09,C6,10306,2.3948661722025153,4256.917964482139,39.0,120000.0
47537,WILLIAMSBURG-CENTRAL,02,B9,11206,2.0,2565.0,77.0,1200000.0
5094,HARLEM-CENTRAL,10,D4,10031,2.3948661722025153,4256.917964482139,60.0,460000.0
63377,HOWARD BEACH,09,C6,11414,2.3948661722025153,4256.917964482139,59.0,210000.0
59910,FLUSHING-SOUTH,10,D4,11367,2.3948661722025153,4256.917964482139,65.0,155000.0
39874,GOWANUS,29,G1,11215,1.0,1600.0,86.0,2500000.0
15612,UPPER WEST SIDE (59-79),13,R4,10023,1.0,4256.917964482139,85.0,1800000.0
60952,FOREST HILLS,10,D4,11375,2.3948661722025153,4256.917964482139,88.0,450000.0
72530,SOUTH JAMAICA,02,B1,11435,2.0,2040.0,9.0,675000.0
12502,UPPER EAST SIDE (59-79),10,D4,10021,2.3948661722025153,4256.917964482139,59.0,695000.0
62937,HOLLISWOOD,10,D4,11423,2.3948661722025153,4256.917964482139,63.0,115000.0
46156,SHEEPSHEAD BAY,02,B3,11235,2.0,1728.0,77.0,665000.0
67122,MIDDLE VILLAGE,01,A1,11378,1.0,1485.0,82.0,1050000.0
3300,GRAMERCY,10,D4,10010,2.3948661722025153,4256.917964482139,54.0,875000.0
56651,FLUSHING-NORTH,01,A1,11357,1.0,1196.0,76.0,620000.0
60125,FOREST HILLS,01,A1,11375,1.0,1248.0,96.0,700000.0
4139,GREENWICH VILLAGE-CENTRAL,17,R9,10003,2.3948661722025153,4256.917964482139,62.0,1350000.0
16649,UPPER WEST SIDE (79-96),10,D4,10024,2.3948661722025153,4256.917964482139,103.0,815000.0
42487,MIDWOOD,10,D4,11230,2.3948661722025153,4256.917964482139,85.0,187500.0
48107,WILLIAMSBURG-EAST,15,R1,11211,1.0,4256.917964482139,8.0,905000.0
26421,BAY RIDGE,15,R1,11228,1.0,4256.917964482139,16.0,615000.0
6596,KIPS BAY,13,R4,10016,1.0,4256.917964482139,33.0,1335000.0
36833,EAST NEW YORK,03,C0,11208,3.0,3000.0,11.0,640000.0
67421,MIDDLE VILLAGE,02,B2,11379,2.0,2120.0,92.0,890000.0
41503,MADISON,07,C3,11223,4.0,3172.0,85.0,1125000.0
52272,BELLE HARBOR,09,C6,11694,2.3948661722025153,4256.917964482139,67.0,240000.0
28047,BENSONHURST,02,B2,11204,2.0,2200.0,87.0,1638000.0
5464,HARLEM-CENTRAL,13,R4,10039,1.0,4256.917964482139,11.0,505000.0
61342,GLEN OAKS,09,C6,11426,2.3948661722025153,4256.917964482139,65.0,162500.0
49536,ARVERNE,02,B2,11692,2.0,1925.0,96.0,209430.0
29983,BOROUGH PARK,15,R1,11219,1.0,4256.917964482139,15.0,490000.0
47028,SUNSET PARK,02,B9,11220,2.0,1734.0,96.0,1280000.0
2339,FINANCIAL,13,R4,10005,1.0,4256.917964482139,12.0,1280000.0
57486,FLUSHING-NORTH,10,D4,11354,2.3948661722025153,4256.917964482139,57.0,368000.0
1678,CLINTON,13,R4,10019,1.0,4256.917964482139,9.0,1310000.0
28181,BENSONHURST,02,B1,11214,2.0,2500.0,47.0,1050000.0
4425,GREENWICH VILLAGE-WEST,10,D4,10014,2.3948661722025153,4256.917964482139,77.0,721000.0
55518,FAR ROCKAWAY,02,B2,11691,2.0,1840.0,76.0,749000.0
81714,PORT RICHMOND,02,B2,10302,2.0,1810.0,77.0,367200.0
65789,LAURELTON,02,B2,11413,2.0,1494.0,102.0,499000.0
76769,BULLS HEAD,01,A2,10314,1.0,1140.0,72.0,465000.0
76729,BULLS HEAD,01,A5,10314,1.0,1887.0,2.0,624000.0
30873,BROOKLYN HEIGHTS,10,D4,11201,2.3948661722025153,4256.917964482139,89.0,385000.0
21433,MORRISANIA/LONGWOOD,03,C0,10456,3.0,1989.0,97.0,295000.0
43695,OCEAN PARKWAY-NORTH,10,D4,11230,2.3948661722025153,4256.917964482139,53.0,280000.0
55540,FAR ROCKAWAY,02,B2,11691,2.0,2000.0,66.0,640000.0
45527,PROSPECT HEIGHTS,13,R4,11238,1.0,4256.917964482139,2.0,911821.0
29599,BOROUGH PARK,04,R6,11204,1.0,4256.917964482139,2.0,499000.0
36809,EAST NEW YORK,03,C0,11207,3.0,1792.0,116.0,645000.0
74497,ST. ALBANS,02,B2,11412,2.0,1303.0,10.0,600000.0
32646,CANARSIE,02,B2,11236,2.0,1512.0,92.0,575000.0
48419,WILLIAMSBURG-NORTH,13,R4,11249,1.0,4256.917964482139,10.0,2149000.0
83496,TRAVIS,01,A5,10314,1.0,1400.0,21.0,358000.0
6067,HARLEM-UPPER,09,C6,10031,2.3948661722025153,4256.917964482139,90.0,360000.0
67714,OAKLAND GARDENS,01,A2,11364,1.0,1248.0,56.0,645451.0
52256,BELLE HARBOR,03,C0,11694,3.0,4022.0,30.0,710000.0
32283,CANARSIE,02,B1,11236,2.0,1572.0,72.0,530000.0
45961,SHEEPSHEAD BAY,01,A2,11235,1.0,576.0,91.0,95000.0
70478,RICHMOND HILL,02,B2,11419,2.0,1952.0,96.0,675000.0
30081,BOROUGH PARK,22,K4,11219,4.0,4201.0,86.0,1870000.0
26345,BAY RIDGE,10,D4,11209,2.3948661722025153,4256.917964482139,55.0,475000.0
79643,MARINERS HARBOR,01,A5,10303,1.0,1950.0,15.0,304000.0
20547,KINGSBRIDGE HTS/UNIV HTS,10,D4,10468,2.3948661722025153,4256.917964482139,53.0,97500.0
38029,FLATBUSH-EAST,01,A9,11203,1.0,1274.0,77.0,440000.0
72178,SO. JAMAICA-BAISLEY PARK,02,B2,11436,2.0,1840.0,12.0,745000.0
24668,WAKEFIELD,07,C2,10470,5.0,3460.0,86.0,445500.0
13953,UPPER EAST SIDE (79-96),10,D4,10128,2.3948661722025153,4256.917964482139,92.0,1150000.0
61915,GLENDALE,02,S2,11375,3.0,2880.0,107.0,1325000.0
29669,BOROUGH PARK,04,R3,11219,1.0,4256.917964482139,31.0,995000.0
8574,MIDTOWN EAST,13,R4,10022,1.0,4256.917964482139,8.0,2655000.0
74324,ST. ALBANS,01,A1,11412,1.0,1200.0,87.0,450000.0
13055,UPPER EAST SIDE (59-79),13,R4,10022,1.0,4256.917964482139,18.0,1875000.0
38468,FLATBUSH-EAST,10,D4,11210,2.3948661722025153,4256.917964482139,64.0,210000.0
66097,LITTLE NECK,10,D4,11362,2.3948661722025153,4256.917964482139,54.0,198421.0
52154,BEECHHURST,10,D4,11357,2.3948661722025153,4256.917964482139,59.0,365000.0
72203,SO. JAMAICA-BAISLEY PARK,02,B3,11434,2.0,1208.0,97.0,320000.0
51566,BAYSIDE,09,C6,11357,2.3948661722025153,4256.917964482139,65.0,280000.0
26682,BEDFORD STUYVESANT,02,B3,11233,2.0,2451.0,118.0,950000.0
59129,FLUSHING-SOUTH,01,A5,11367,1.0,1922.0,72.0,995000.0
1713,CLINTON,13,R4,10036,1.0,4256.917964482139,9.0,870000.0
61398,GLEN OAKS,09,C6,11004,2.3948661722025153,4256.917964482139,67.0,90000.0
72589,SOUTH JAMAICA,02,B3,11433,2.0,1664.0,92.0,196000.0
17936,WASHINGTON HEIGHTS LOWER,10,D4,10032,2.3948661722025153,4256.917964482139,107.0,427000.0
65399,KEW GARDENS,10,D4,11418,2.3948661722025153,4256.917964482139,57.0,180000.0
63254,HOWARD BEACH,02,B2,11414,2.0,3000.0,13.0,717000.0
16855,UPPER WEST SIDE (79-96),10,D4,10025,2.3948661722025153,4256.917964482139,91.0,649000.0
82095,RICHMONDTOWN,02,B2,10306,2.0,1880.0,47.0,795000.0
30840,BROOKLYN HEIGHTS,10,D4,11201,2.3948661722025153,4256.917964482139,53.0,879000.0
69534,REGO PARK,10,D4,11374,2.3948661722025153,4256.917964482139,68.0,245000.0
52050,BEECHHURST,09,C6,11357,2.3948661722025153,4256.917964482139,88.0,217500.0
21446,MORRISANIA/LONGWOOD,03,C0,10459,3.0,3240.0,107.0,500000.0
69774,REGO PARK,13,R4,11374,1.0,4256.917964482139,9.0,916425.0
18192,WASHINGTON HEIGHTS UPPER,10,D4,10033,2.3948661722025153,4256.917964482139,48.0,425000.0
65802,LAURELTON,02,B2,11413,2.0,4256.917964482139,11.0,707000.0
27750,BEDFORD STUYVESANT,15,R1,11205,1.0,4256.917964482139,2.0,999000.0
80227,NEW BRIGHTON,02,B2,10301,2.0,1799.0,96.0,330000.0
74544,SUNNYSIDE,01,A5,11104,1.0,952.0,91.0,950000.0
6053,HARLEM-UPPER,09,C6,10031,2.3948661722025153,4256.917964482139,117.0,41596.0
31218,BROWNSVILLE,07,C3,11212,4.0,3116.0,86.0,390000.0
26302,BAY RIDGE,10,D4,11209,2.3948661722025153,4256.917964482139,66.0,470000.0
19096,BELMONT,14,S9,10458,8.0,7246.0,104.0,1100000.0
32982,CARROLL GARDENS,04,R3,11231,1.0,4256.917964482139,30.0,1500000.0
45353,PROSPECT HEIGHTS,09,C6,11238,2.3948661722025153,4256.917964482139,86.0,550101.0
18648,BAYCHESTER,02,B3,10466,2.0,1488.0,91.0,275000.0
14476,UPPER EAST SIDE (79-96),13,R4,10128,1.0,4256.917964482139,35.0,670000.0
6961,LOWER EAST SIDE,13,R4,10002,1.0,4256.917964482139,116.0,1070000.0
20369,HUNTS POINT,03,C0,10474,3.0,1606.0,17.0,555000.0
1894,EAST VILLAGE,13,R4,10009,1.0,4256.917964482139,10.0,1375000.0
1291,CIVIC CENTER,13,R4,10007,1.0,4256.917964482139,6.0,2800000.0
42494,MIDWOOD,10,D4,11230,2.3948661722025153,4256.917964482139,56.0,263000.0
7858,MIDTOWN EAST,10,D4,10022,2.3948661722025153,4256.917964482139,75.0,390000.0
56822,FLUSHING-NORTH,02,B2,11354,2.0,1572.0,116.0,700000.0
36425,EAST NEW YORK,02,B2,11207,2.0,1600.0,107.0,530000.0
55329,ELMHURST,17,R9,11373,2.3948661722025153,4256.917964482139,55.0,325000.0
7842,MIDTOWN EAST,10,D4,10017,2.3948661722025153,4256.917964482139,58.0,318000.0
35314,DOWNTOWN-FULTON FERRY,13,R4,11201,1.0,4256.917964482139,101.0,1585000.0
28993,BOROUGH PARK,01,A5,11220,1.0,1252.0,96.0,980000.0
61882,GLENDALE,02,S2,11385,3.0,3300.0,91.0,900000.0
40550,GRAVESEND,14,S4,11223,5.0,5100.0,86.0,3000000.0
69596,REGO PARK,10,D4,11374,2.3948661722025153,4256.917964482139,65.0,156000.0
42338,MIDWOOD,01,A1,11210,1.0,3046.0,97.0,1700000.0
44327,OLD MILL BASIN,03,C0,11234,3.0,2760.0,57.0,900000.0
43729,OCEAN PARKWAY-NORTH,15,R1,11218,1.0,4256.917964482139,1.0,505986.0
54311,DOUGLASTON,09,C6,11362,2.3948661722025153,4256.917964482139,64.0,325000.0
35552,DOWNTOWN-FULTON MALL,13,R4,11201,1.0,4256.917964482139,3.0,870603.0
38217,FLATBUSH-EAST,02,B1,11203,2.0,1938.0,82.0,150000.0
22463,PELHAM PARKWAY NORTH,01,A1,10469,1.0,1260.0,87.0,425000.0
68733,QUEENS VILLAGE,01,A5,11427,1.0,1278.0,82.0,500000.0
49720,ASTORIA,02,B2,11102,2.0,1760.0,116.0,1878000.0
47225,SUNSET PARK,05,D6,11220,10.0,9600.0,66.59317639471138,930000.0
36992,EAST NEW YORK,07,C2,11208,6.0,3600.0,86.0,500000.0
78035,GRANT CITY,01,A2,10305,1.0,892.0,58.0,559000.0
32991,CARROLL GARDENS,04,R6,11231,1.0,4256.917964482139,117.0,2138325.0
53355,COLLEGE POINT,13,R4,11356,1.0,4256.917964482139,15.0,560000.0
6213,INWOOD,10,D4,10034,2.3948661722025153,4256.917964482139,92.0,731000.0
50849,BAYSIDE,01,A0,11360,1.0,975.0,66.0,780000.0
83706,WEST NEW BRIGHTON,01,A1,10310,1.0,1304.0,118.0,580000.0
38776,FLATBUSH-NORTH,01,A5,11203,1.0,1284.0,67.0,500000.0
8568,MIDTOWN EAST,13,R4,10022,1.0,4256.917964482139,8.0,2539990.0
71584,ROSEDALE,02,B2,11422,2.0,1880.0,57.0,350000.0
11920,UPPER EAST SIDE (59-79),10,D4,10021,2.3948661722025153,4256.917964482139,69.0,1200000.0
70122,RICHMOND HILL,01,A1,11419,1.0,1284.0,97.0,545000.0
74466,ST. ALBANS,02,B3,11412,2.0,2076.0,81.0,170000.0
62998,HOWARD BEACH,01,A0,11414,1.0,1275.0,67.0,725000.0
56943,FLUSHING-NORTH,02,B2,11358,2.0,3382.0,115.0,1300000.0
52141,BEECHHURST,10,D4,11357,2.3948661722025153,4256.917964482139,59.0,289250.0
77197,CASTLETON CORNERS,02,B2,10314,2.0,1456.0,86.0,499000.0
84460,WOODROW,01,A5,10309,1.0,1860.0,6.0,568000.0
16198,UPPER WEST SIDE (59-79),13,R4,10023,1.0,4256.917964482139,88.0,870000.0
69044,QUEENS VILLAGE,02,S2,11428,3.0,2010.0,86.0,530000.0
1594,CLINTON,13,R4,10019,1.0,4256.917964482139,76.0,767000.0
16571,UPPER WEST SIDE (79-96),09,C6,10025,2.3948661722025153,4256.917964482139,107.0,777777.0
17005,UPPER WEST SIDE (79-96),10,D4,10024,2.3948661722025153,4256.917964482139,91.0,925000.0
26406,BAY RIDGE,14,S3,11220,4.0,3300.0,85.0,100000.0
82484,ROSSVILLE,04,R3,10309,1.0,4256.917964482139,33.0,340000.0
59762,FLUSHING-SOUTH,09,C6,11367,2.3948661722025153,4256.917964482139,80.0,253000.0
60582,FOREST HILLS,10,D4,11375,2.3948661722025153,4256.917964482139,52.0,299000.0
22742,RIVERDALE,02,B1,10463,2.0,2068.0,97.0,1190000.0
78317,GREAT KILLS,01,A5,10306,1.0,1240.0,20.0,315000.0
52687,BRIARWOOD,10,D4,11435,2.3948661722025153,4256.917964482139,69.0,200000.0
43426,OCEAN PARKWAY-NORTH,02,B2,11230,2.0,2304.0,92.0,1400000.0
61456,GLEN OAKS,09,C6,11004,2.3948661722025153,4256.917964482139,69.0,290000.0
70574,RICHMOND HILL,03,C0,11418,3.0,2000.0,97.0,625000.0
63539,JACKSON HEIGHTS,01,A9,11370,1.0,2500.0,67.0,1175000.0
83236,TOMPKINSVILLE,13,R4,10304,1.0,4256.917964482139,55.0,250000.0
82131,ROSEBANK,01,A1,10305,1.0,1420.0,115.0,170000.0
57516,FLUSHING-NORTH,10,D4,11354,2.3948661722025153,4256.917964482139,66.0,248800.0
70343,RICHMOND HILL,02,B2,11416,2.0,2400.0,97.0,610000.0
65496,KEW GARDENS,43,RB,11415,1.0,4256.917964482139,57.0,930000.0
13336,UPPER EAST SIDE (59-79),17,R9,10065,2.3948661722025153,4256.917964482139,59.0,654483.0
70269,RICHMOND HILL,02,B1,11418,2.0,2000.0,97.0,600000.0
73614,SPRINGFIELD GARDENS,01,A1,11434,1.0,872.0,97.0,325000.0
27738,BEDFORD STUYVESANT,15,R1,11205,1.0,4256.917964482139,15.0,192000.0
63755,JACKSON HEIGHTS,02,B2,11369,2.0,1620.0,96.0,565000.0
27605,BEDFORD STUYVESANT,13,R4,11216,1.0,4256.917964482139,14.0,605000.0
14064,UPPER EAST SIDE (79-96),10,D4,10075,2.3948661722025153,4256.917964482139,56.0,1150000.0
14802,UPPER EAST SIDE (79-96),13,R4,10128,1.0,4256.917964482139,15.0,2202170.0
49821,ASTORIA,02,B3,11103,2.0,1480.0,106.0,839000.0
83720,WEST NEW BRIGHTON,01,A5,10310,1.0,1750.0,118.0,365000.0
4127,GREENWICH VILLAGE-CENTRAL,17,R9,10003,2.3948661722025153,4256.917964482139,63.0,730000.0
6306,JAVITS CENTER,10,D4,10001,2.3948661722025153,4256.917964482139,87.0,710000.0
25261,WILLIAMSBRIDGE,22,K4,10467,4.0,5036.0,90.0,1500000.0
42714,MILL BASIN,01,A5,11234,1.0,1188.0,57.0,515000.0
76524,ARDEN HEIGHTS,01,A5,10312,1.0,980.0,29.0,325000.0
74537,ST. ALBANS,30,E1,11412,1.0,6170.0,56.0,1625000.0
1047,CHINATOWN,13,R4,10013,1.0,4256.917964482139,13.0,207870.0
34782,CYPRESS HILLS,01,A1,11207,1.0,951.0,112.0,575000.0
81928,PRINCES BAY,01,A1,10309,1.0,1488.0,117.0,680000.0
63138,HOWARD BEACH,01,A1,11414,1.0,1050.0,67.0,385000.0
77626,DONGAN HILLS-COLONY,02,B2,10304,2.0,1672.0,57.0,475000.0
27412,BEDFORD STUYVESANT,07,C2,11216,5.0,2280.0,86.0,1442350.0
65555,LAURELTON,01,A5,11413,1.0,1456.0,87.0,439900.0
75322,WOODHAVEN,01,A1,11421,1.0,1264.0,97.0,271000.0
72521,SOUTH JAMAICA,01,A5,11433,1.0,760.0,77.0,399000.0
31016,BROOKLYN HEIGHTS,13,R4,11201,1.0,4256.917964482139,9.0,1370000.0
18679,BAYCHESTER,02,B9,10466,2.0,1651.0,62.0,453000.0
31956,BUSHWICK,07,C2,11207,6.0,4725.0,107.0,1300000.0
14011,UPPER EAST SIDE (79-96),10,D4,10028,2.3948661722025153,4256.917964482139,46.0,645000.0
52947,CAMBRIA HEIGHTS,02,B3,11411,2.0,1144.0,77.0,495000.0
12515,UPPER EAST SIDE (59-79),10,D4,10021,2.3948661722025153,4256.917964482139,49.0,885000.0
77696,ELTINGVILLE,01,A1,10312,1.0,2250.0,62.0,730000.0
9231,MIDTOWN WEST,13,R4,10036,1.0,4256.917964482139,12.0,1100000.0
34576,CROWN HEIGHTS,12,R2,11238,1.0,4256.917964482139,4.0,1149000.0
76763,BULLS HEAD,01,A2,10314,1.0,2150.0,52.0,415000.0
10599,SOHO,09,C6,10012,2.3948661722025153,4256.917964482139,97.0,730000.0
