,NEIGHBORHOOD,building_category,building_class,zip_code,total_unit,square_feet,house_age,price
42644,MILL BASIN,01,A5,11234,1.0,1324.0,51.0,566500.0
77473,CONCORD-FOX HILLS,01,A5,10304,1.0,600.0,21.0,290000.0
6469,KIPS BAY,13,R4,10016,1.0,4256.917964482139,54.0,460000.0
41058,GREENPOINT,44,RG,11222,1.0,4256.917964482139,11.0,25000.0
40413,GRAVESEND,10,D4,11214,2.3948661722025153,4256.917964482139,61.0,375000.0
44760,PARK SLOPE,09,C6,11215,2.3948661722025153,4256.917964482139,96.0,750000.0
41523,MADISON,10,D4,11229,2.3948661722025153,4256.917964482139,89.0,185000.0
78192,GRASMERE,01,A2,10305,1.0,1158.0,61.0,555000.0
62453,HOLLIS,01,A1,11428,1.0,1392.0,91.0,415000.0
53573,CORONA,02,B3,11368,2.0,1414.0,91.0,515000.0
46320,SHEEPSHEAD BAY,10,D4,11229,2.3948661722025153,4256.917964482139,64.0,167273.0
24610,WAKEFIELD,02,B2,10466,2.0,2160.0,86.0,440000.0
60210,FOREST HILLS,01,A1,11375,1.0,2074.0,92.0,1475000.0
39385,FORT GREENE,02,B3,11217,2.0,3200.0,118.0,1835000.0
62218,HILLCREST,09,C6,11435,2.3948661722025153,4256.917964482139,69.0,127000.0
70676,RICHMOND HILL,27,F4,11418,1.0,10000.0,86.0,2750000.0
40133,GRAVESEND,02,B9,11214,2.0,2500.0,62.0,990000.0
74241,ST. ALBANS,01,A1,11434,1.0,1764.0,96.0,205000.0
20924,MELROSE/CONCOURSE,10,D4,10451,2.3948661722025153,4256.917964482139,75.0,175000.0
58622,FLUSHING-NORTH,13,R4,11354,1.0,4256.917964482139,1.0,1157483.0
18483,BAYCHESTER,01,A1,10466,1.0,1024.0,92.0,325000.0
63808,JACKSON HEIGHTS,02,B1,11372,2.0,2400.0,87.0,988000.0
76836,BULLS HEAD,01,A5,10303,1.0,1159.0,29.0,395000.0
26941,BEDFORD STUYVESANT,02,B3,11216,2.0,3864.0,118.0,1500000.0
43532,OCEAN PARKWAY-NORTH,10,D4,11218,2.3948661722025153,4256.917964482139,55.0,435000.0
33804,CONEY ISLAND,10,D4,11224,2.3948661722025153,4256.917964482139,52.0,275000.0
76336,ARDEN HEIGHTS,01,A5,10312,1.0,1700.0,19.0,530000.0
67612,NEPONSIT,01,A1,11694,1.0,1668.0,96.0,868000.0
57466,FLUSHING-NORTH,10,D4,11354,2.3948661722025153,4256.917964482139,63.0,182000.0
67569,MIDDLE VILLAGE,13,R4,11379,1.0,4256.917964482139,30.0,535000.0
80763,NEW SPRINGVILLE,01,A5,10314,1.0,2028.0,20.0,530000.0
40139,GRAVESEND,02,B3,11214,2.0,1377.0,91.0,495000.0
57250,FLUSHING-NORTH,04,R3,11355,1.0,4256.917964482139,8.0,320000.0
81667,PORT RICHMOND,01,A1,10302,1.0,1218.0,102.0,170000.0
71489,ROSEDALE,02,B3,11413,2.0,1930.0,67.0,475000.0
24524,WAKEFIELD,01,A1,10466,1.0,1216.0,72.0,410000.0
55923,FLORAL PARK,01,A0,11004,1.0,1173.0,71.0,590000.0
29158,BOROUGH PARK,02,B2,11204,2.0,1880.0,102.0,995000.0
42796,NAVY YARD,13,R4,11205,1.0,4256.917964482139,3.0,466268.0
49223,WINDSOR TERRACE,09,C6,11218,2.3948661722025153,4256.917964482139,86.0,410000.0
56835,FLUSHING-NORTH,02,B2,11355,2.0,2688.0,76.0,1300000.0
331,CHELSEA,10,D4,10011,2.3948661722025153,4256.917964482139,14.0,735000.0
74879,WHITESTONE,01,A2,11357,1.0,1500.0,76.0,860000.0
12532,UPPER EAST SIDE (59-79),10,D4,10021,2.3948661722025153,4256.917964482139,56.0,1232500.0
67817,OAKLAND GARDENS,09,C6,11364,2.3948661722025153,4256.917964482139,59.0,165000.0
69337,REGO PARK,02,B1,11374,2.0,2165.0,77.0,1260000.0
49564,ARVERNE,02,B2,11692,2.0,2905.0,13.0,625000.0
20032,EAST TREMONT,03,C0,10460,3.0,3435.0,12.0,519307.0
81785,PORT RICHMOND,02,B2,10302,2.0,1304.0,81.0,224945.0
18531,BAYCHESTER,02,B2,10469,2.0,1810.0,96.0,435000.0
84081,WESTERLEIGH,02,B2,10314,2.0,1656.0,102.0,655000.0
14739,UPPER EAST SIDE (79-96),13,R4,10128,1.0,4256.917964482139,15.0,1041365.0
3264,GRAMERCY,10,D4,10003,2.3948661722025153,4256.917964482139,44.0,929500.0
7688,MIDTOWN EAST,10,D4,10017,2.3948661722025153,4256.917964482139,87.0,275000.0
61772,GLENDALE,02,B3,11385,2.0,1104.0,91.0,580000.0
76735,BULLS HEAD,01,A5,10314,1.0,4256.917964482139,1.0,468468.0
5071,HARLEM-CENTRAL,10,D4,10026,2.3948661722025153,4256.917964482139,92.0,427000.0
45839,SHEEPSHEAD BAY,01,A5,11229,1.0,2022.0,77.0,740000.0
28883,BOERUM HILL,15,R1,11217,1.0,4256.917964482139,97.0,995000.0
44067,OCEAN PARKWAY-SOUTH,10,D4,11235,2.3948661722025153,4256.917964482139,55.0,315000.0
16832,UPPER WEST SIDE (79-96),10,D4,10025,2.3948661722025153,4256.917964482139,88.0,780000.0
76483,ARDEN HEIGHTS,01,A5,10312,1.0,960.0,29.0,175000.0
9911,MURRAY HILL,10,D4,10016,2.3948661722025153,4256.917964482139,105.0,1475000.0
11082,TRIBECA,13,R4,10004,1.0,4256.917964482139,12.0,2675000.0
50390,ASTORIA,12,R2,11106,1.0,4256.917964482139,13.0,496000.0
74048,ST. ALBANS,01,A1,11412,1.0,1635.0,92.0,430000.0
77395,CONCORD,01,A9,10304,1.0,1400.0,28.0,305000.0
25010,WILLIAMSBRIDGE,02,B2,10466,2.0,1600.0,92.0,333000.0
60164,FOREST HILLS,01,A1,11375,1.0,1600.0,87.0,995000.0
61372,GLEN OAKS,09,C6,11004,2.3948661722025153,4256.917964482139,69.0,133000.0
3179,GRAMERCY,10,D4,10010,2.3948661722025153,4256.917964482139,60.0,650000.0
49769,ASTORIA,02,B1,11103,2.0,3204.0,115.0,850000.0
7518,MIDTOWN EAST,09,C6,10022,2.3948661722025153,4256.917964482139,116.0,775000.0
79905,MIDLAND BEACH,01,A9,10305,1.0,1386.0,37.0,520000.0
22828,RIVERDALE,10,D4,10463,2.3948661722025153,4256.917964482139,51.0,310000.0
37506,FLATBUSH-CENTRAL,09,C6,11226,2.3948661722025153,4256.917964482139,107.0,775000.0
18232,WASHINGTON HEIGHTS UPPER,10,D4,10040,2.3948661722025153,4256.917964482139,77.0,475000.0
35041,CYPRESS HILLS,03,C0,11207,3.0,3140.0,115.0,750000.0
75740,WOODSIDE,02,B1,11377,2.0,3300.0,11.0,1116250.0
56238,FLUSHING-NORTH,01,A5,11355,1.0,1456.0,57.0,1200000.0
23733,SOUNDVIEW,02,B1,10473,2.0,2363.0,82.0,425000.0
7253,MANHATTAN VALLEY,13,R4,10026,1.0,4256.917964482139,28.0,580000.0
26928,BEDFORD STUYVESANT,02,B3,11216,2.0,3000.0,116.0,925000.0
21402,MORRISANIA/LONGWOOD,03,C0,10456,3.0,3550.0,12.0,700000.0
70134,RICHMOND HILL,01,A1,11419,1.0,1344.0,92.0,468000.0
344,CHELSEA,10,D0,10011,2.3948661722025153,4256.917964482139,114.0,1350000.0
82494,ROSSVILLE,04,R3,10309,1.0,4256.917964482139,32.0,380000.0
46109,SHEEPSHEAD BAY,02,B2,11235,2.0,2160.0,91.0,460000.0
65809,LAURELTON,02,B2,11413,2.0,1512.0,13.0,369000.0
66112,LITTLE NECK,10,D4,11362,2.3948661722025153,4256.917964482139,55.0,165000.0
42640,MILL BASIN,01,A5,11234,1.0,2028.0,52.0,590000.0
12195,UPPER EAST SIDE (59-79),10,D4,10075,2.3948661722025153,4256.917964482139,59.0,1545000.0
21194,MORRIS PARK/VAN NEST,02,B3,10461,2.0,2405.0,76.0,655000.0
77175,CASTLETON CORNERS,01,A1,10314,1.0,1534.0,92.0,360000.0
78945,GREAT KILLS,02,B2,10312,2.0,2824.0,31.0,657500.0
44360,OLD MILL BASIN,09,C6,11234,2.3948661722025153,4256.917964482139,61.0,78046.0
59811,FLUSHING-SOUTH,09,C6,11367,2.3948661722025153,4256.917964482139,65.0,278600.0
71648,ROSEDALE,02,B3,11422,2.0,2580.0,66.0,804167.0
23154,RIVERDALE,10,D4,10471,2.3948661722025153,4256.917964482139,78.0,317000.0
73282,SOUTH OZONE PARK,02,B3,11420,2.0,1296.0,96.0,525000.0
23051,RIVERDALE,10,D4,10463,2.3948661722025153,4256.917964482139,63.0,555000.0
31793,BUSHWICK,03,C0,11207,3.0,2565.0,96.0,87500.0
76479,ARDEN HEIGHTS,01,A5,10312,1.0,1376.0,47.0,420000.0
54333,DOUGLASTON,10,D4,11363,2.3948661722025153,4256.917964482139,56.0,364000.0
66987,MASPETH,03,C0,11377,3.0,3076.0,34.0,1290000.0
53263,COLLEGE POINT,03,C0,11356,3.0,2968.0,56.0,995000.0
39190,FLATLANDS,01,A9,11234,1.0,1216.0,91.0,435000.0
70157,RICHMOND HILL,01,A1,11419,1.0,1408.0,96.0,545000.0
11167,TRIBECA,13,R4,10280,1.0,4256.917964482139,32.0,1175000.0
22834,RIVERDALE,10,D4,10463,2.3948661722025153,4256.917964482139,63.0,75750.0
7610,MIDTOWN EAST,10,D4,10022,2.3948661722025153,4256.917964482139,47.0,580000.0
46174,SHEEPSHEAD BAY,03,C0,11229,3.0,2720.0,96.0,1500000.0
24691,WESTCHESTER,01,A1,10462,1.0,1331.0,87.0,455000.0
46408,SHEEPSHEAD BAY,10,D4,11235,2.3948661722025153,4256.917964482139,58.0,246000.0
53593,CORONA,02,S2,11368,3.0,2810.0,107.0,965000.0
59674,FLUSHING-SOUTH,09,C6,11367,2.3948661722025153,4256.917964482139,67.0,223000.0
43133,OCEAN HILL,12,R2,11233,1.0,4256.917964482139,24.0,275000.0
81719,PORT RICHMOND,02,B3,10302,2.0,1984.0,82.0,280000.0
68837,QUEENS VILLAGE,01,A1,11429,1.0,2301.0,102.0,690000.0
74034,ST. ALBANS,01,A1,11412,1.0,1132.0,97.0,537500.0
74961,WHITESTONE,01,A5,11357,1.0,1395.0,96.0,762000.0
77987,ELTINGVILLE,04,R3,10312,1.0,4256.917964482139,32.0,315000.0
55079,ELMHURST,10,D4,11373,2.3948661722025153,4256.917964482139,78.0,200000.0
4123,GREENWICH VILLAGE-CENTRAL,17,R9,10003,2.3948661722025153,4256.917964482139,62.0,799000.0
66751,MASPETH,01,A5,11377,1.0,1640.0,67.0,865000.0
59785,FLUSHING-SOUTH,09,C6,11367,2.3948661722025153,4256.917964482139,77.0,240632.0
5871,HARLEM-EAST,13,R4,10029,1.0,4256.917964482139,6.0,610000.0
17730,UPPER WEST SIDE (96-116),10,D4,10025,2.3948661722025153,4256.917964482139,96.0,555000.0
56077,FLUSHING-NORTH,01,A1,11354,1.0,1056.0,61.0,735000.0
43647,OCEAN PARKWAY-NORTH,10,D4,11230,2.3948661722025153,4256.917964482139,59.0,439000.0
58437,FLUSHING-NORTH,13,R4,11354,1.0,4256.917964482139,2.0,1202286.0
14172,UPPER EAST SIDE (79-96),10,D4,10128,2.3948661722025153,4256.917964482139,43.0,535000.0
66279,LONG ISLAND CITY,13,R4,11101,1.0,4256.917964482139,127.0,880000.0
3134,GRAMERCY,10,D4,10003,2.3948661722025153,4256.917964482139,107.0,1725000.0
18017,WASHINGTON HEIGHTS UPPER,02,B3,10033,2.0,2304.0,116.0,940000.0
48952,WILLIAMSBURG-SOUTH,13,R4,11249,1.0,4256.917964482139,8.0,2565990.0
76444,ARDEN HEIGHTS,01,A5,10312,1.0,1496.0,44.0,400000.0
35803,DOWNTOWN-METROTECH,13,R4,11201,1.0,4256.917964482139,217.0,1200000.0
44202,OLD MILL BASIN,01,A1,11234,1.0,1296.0,92.0,515000.0
6503,KIPS BAY,13,R4,10016,1.0,4256.917964482139,56.0,855000.0
41972,MARINE PARK,01,A1,11234,1.0,1190.0,96.0,648000.0
1282,CIVIC CENTER,13,R4,10013,1.0,4256.917964482139,122.0,2900000.0
65396,KEW GARDENS,10,D4,11415,2.3948661722025153,4256.917964482139,66.0,139000.0
23187,RIVERDALE,10,D4,10471,2.3948661722025153,4256.917964482139,56.0,725000.0
43717,OCEAN PARKWAY-NORTH,14,S5,11230,6.0,4140.0,86.0,1300000.0
14311,UPPER EAST SIDE (79-96),10,D4,10028,2.3948661722025153,4256.917964482139,55.0,700000.0
14558,UPPER EAST SIDE (79-96),13,R4,10128,1.0,4256.917964482139,30.0,800000.0
24681,WAKEFIELD,30,E1,10470,1.0,12450.0,89.0,1500000.0
53763,CORONA,03,C0,11368,3.0,2044.0,106.0,345000.0
70272,RICHMOND HILL,02,B3,11418,2.0,1404.0,97.0,525000.0
39489,FORT GREENE,10,D4,11201,2.3948661722025153,4256.917964482139,58.0,337000.0
71499,ROSEDALE,02,B2,11413,2.0,2208.0,57.0,180000.0
2420,FINANCIAL,13,R4,10005,1.0,4256.917964482139,86.0,1756481.0
71386,ROSEDALE,01,S1,11422,2.0,2412.0,92.0,325000.0
14551,UPPER EAST SIDE (79-96),13,R4,10028,1.0,4256.917964482139,36.0,710000.0
20963,MELROSE/CONCOURSE,10,D4,10452,2.3948661722025153,4256.917964482139,89.0,197500.0
41974,MARINE PARK,01,A2,11234,1.0,852.0,92.0,560000.0
79364,LIVINGSTON,09,C6,10310,60.0,36600.0,70.0,227500.0
78554,GREAT KILLS,01,A5,10312,1.0,1292.0,47.0,467000.0
4275,GREENWICH VILLAGE-WEST,09,C6,10014,2.3948661722025153,4256.917964482139,116.0,710000.0
60103,FOREST HILLS,01,A5,11375,1.0,1720.0,77.0,1045000.0
75799,WOODSIDE,03,C0,11377,3.0,3102.0,101.0,1560000.0
36892,EAST NEW YORK,03,C0,11207,3.0,2000.0,47.0,270750.0
32148,CANARSIE,01,A5,11236,1.0,1260.0,56.0,445000.0
34516,CROWN HEIGHTS,07,C2,11213,5.0,3280.0,93.0,980000.0
58638,FLUSHING-NORTH,13,R4,11355,1.0,4256.917964482139,15.0,499990.0
59484,FLUSHING-SOUTH,02,B1,11367,2.0,1224.0,67.0,740000.0
74302,ST. ALBANS,01,A1,11412,1.0,1824.0,86.0,436000.0
68898,QUEENS VILLAGE,01,A1,11429,1.0,1364.0,91.0,485000.0
6205,INWOOD,10,D4,10034,2.3948661722025153,4256.917964482139,64.0,210000.0
51629,BAYSIDE,09,C6,11360,2.3948661722025153,4256.917964482139,58.0,360000.0
17475,UPPER WEST SIDE (79-96),17,R9,10024,2.3948661722025153,4256.917964482139,29.0,1850000.0
83347,TOTTENVILLE,01,A1,10307,1.0,1013.0,81.0,450000.0
21806,MOUNT HOPE/MOUNT EDEN,02,B2,10457,2.0,3653.0,13.0,545000.0
25586,BATH BEACH,09,C6,11228,2.3948661722025153,4256.917964482139,66.0,309000.0
69004,QUEENS VILLAGE,01,A0,11411,1.0,1095.0,71.0,367094.0
7104,MANHATTAN VALLEY,10,D4,10025,2.3948661722025153,4256.917964482139,87.0,525000.0
24021,SOUNDVIEW,07,C3,10472,4.0,3198.0,93.0,670000.0
55422,FAR ROCKAWAY,01,A2,11691,1.0,612.0,85.0,425000.0
61248,FRESH MEADOWS,09,C6,11365,2.3948661722025153,4256.917964482139,65.0,135000.0
49010,WILLIAMSBURG-SOUTH,13,R4,11249,1.0,4256.917964482139,2.0,980020.0
42463,MIDWOOD,10,D4,11230,2.3948661722025153,4256.917964482139,69.0,329000.0
58341,FLUSHING-NORTH,13,R4,11354,1.0,4256.917964482139,1.0,724727.0
22393,PELHAM GARDENS,02,B3,10469,2.0,1952.0,72.0,430000.0
29845,BOROUGH PARK,09,C6,11204,2.3948661722025153,4256.917964482139,86.0,230000.0
80886,NEW SPRINGVILLE,01,A5,10314,1.0,1420.0,24.0,350000.0
9171,MIDTOWN WEST,13,R4,10019,1.0,4256.917964482139,86.0,2000000.0
29237,BOROUGH PARK,02,S2,11219,3.0,3000.0,86.0,2900000.0
46556,SHEEPSHEAD BAY,12,R2,11235,1.0,4256.917964482139,35.0,192660.0
38792,FLATBUSH-NORTH,01,A9,11203,1.0,1405.0,87.0,618500.0
69331,REGO PARK,02,B1,11374,2.0,2444.0,76.0,1348000.0
66068,LITTLE NECK,09,C6,11362,2.3948661722025153,4256.917964482139,65.0,182500.0
47912,WILLIAMSBURG-EAST,03,C0,11211,3.0,2700.0,102.0,1700000.0
5284,HARLEM-CENTRAL,13,R4,10026,1.0,4256.917964482139,97.0,812000.0
83257,TOTTENVILLE,01,A3,10307,1.0,2938.0,2.0,950000.0
69771,REGO PARK,13,R4,11374,1.0,4256.917964482139,8.0,808000.0
56971,FLUSHING-NORTH,02,B2,11358,2.0,4256.917964482139,1.0,1710660.0
10436,MURRAY HILL,13,R4,10016,1.0,4256.917964482139,29.0,2142287.0
56044,FLUSHING MEADOW PARK,10,D4,11375,2.3948661722025153,4256.917964482139,76.0,380000.0
68140,OZONE PARK,01,A5,11417,1.0,1280.0,77.0,474800.0
50303,ASTORIA,09,C6,11103,2.3948661722025153,4256.917964482139,87.0,350000.0
59392,FLUSHING-SOUTH,01,A5,11366,1.0,1280.0,77.0,700000.0
69584,REGO PARK,10,D4,11374,2.3948661722025153,4256.917964482139,70.0,370000.0
77291,CLOVE LAKES,01,A1,10310,1.0,1616.0,96.0,450000.0
66812,MASPETH,01,A5,11378,1.0,1360.0,67.0,605000.0
80103,NEW BRIGHTON,01,A9,10301,1.0,2530.0,91.0,80000.0
49128,WINDSOR TERRACE,01,A5,11218,1.0,1280.0,97.0,1450000.0
52976,COLLEGE POINT,01,A5,11356,1.0,1480.0,66.0,625000.0
44691,PARK SLOPE,09,C6,11217,2.3948661722025153,4256.917964482139,97.0,530000.0
59906,FLUSHING-SOUTH,10,D4,11367,2.3948661722025153,4256.917964482139,65.0,235000.0
8157,MIDTOWN EAST,10,D4,10022,2.3948661722025153,4256.917964482139,58.0,550000.0
62824,HOLLIS HILLS,10,D4,11364,2.3948661722025153,4256.917964482139,61.0,120000.0
84369,WILLOWBROOK,04,R3,10314,1.0,4256.917964482139,2.0,425880.0
40986,GREENPOINT,15,R1,11222,1.0,4256.917964482139,118.0,1350000.0
77583,DONGAN HILLS-COLONY,01,A2,10304,1.0,1128.0,62.0,640000.0
66805,MASPETH,01,A5,11379,1.0,1018.0,57.0,585000.0
1902,EAST VILLAGE,13,R4,10003,1.0,4256.917964482139,10.0,2900000.0
39306,FLATLANDS,02,B3,11234,2.0,1300.0,96.0,450000.0
22671,PELHAM PARKWAY SOUTH,13,R4,10461,1.0,4256.917964482139,53.0,250000.0
70067,RICHMOND HILL,01,A1,11419,1.0,1392.0,102.0,535000.0
55553,FAR ROCKAWAY,02,B2,11691,2.0,2450.0,61.0,249999.0
71653,ROSEDALE,03,C0,11422,3.0,1688.0,91.0,480000.0
54082,DOUGLASTON,01,A1,11363,1.0,1592.0,87.0,1500000.0
56453,FLUSHING-NORTH,01,A1,11358,1.0,1560.0,86.0,860000.0
64238,JACKSON HEIGHTS,10,D4,11369,2.3948661722025153,4256.917964482139,65.0,220000.0
82531,ROSSVILLE-CHARLESTON,01,A5,10309,1.0,2365.0,11.0,670000.0
7732,MIDTOWN EAST,10,D4,10017,2.3948661722025153,4256.917964482139,87.0,334000.0
47115,SUNSET PARK,02,B2,11215,2.0,1110.0,116.0,998000.0
44646,PARK SLOPE,09,C6,11215,2.3948661722025153,4256.917964482139,117.0,823000.0
46063,SHEEPSHEAD BAY,02,B2,11235,2.0,2160.0,86.0,980000.0
61646,GLENDALE,01,A2,11385,1.0,664.0,106.0,200000.0
61065,FOREST HILLS,17,R9,11375,2.3948661722025153,4256.917964482139,51.0,475000.0
48628,WILLIAMSBURG-NORTH,44,RG,11211,1.0,4256.917964482139,7.0,99000.0
21222,MORRIS PARK/VAN NEST,03,C0,10461,3.0,2156.0,82.0,725000.0
18664,BAYCHESTER,02,B1,10466,2.0,3105.0,59.0,232750.0
59551,FLUSHING-SOUTH,02,B1,11366,2.0,1880.0,66.0,760000.0
43579,OCEAN PARKWAY-NORTH,10,D4,11218,2.3948661722025153,4256.917964482139,56.0,270000.0
12060,UPPER EAST SIDE (59-79),10,D4,10065,2.3948661722025153,4256.917964482139,62.0,2807882.0
58463,FLUSHING-NORTH,13,R4,11354,1.0,4256.917964482139,2.0,1223160.0
52853,CAMBRIA HEIGHTS,01,A1,11411,1.0,1216.0,96.0,405077.0
16661,UPPER WEST SIDE (79-96),10,D4,10024,2.3948661722025153,4256.917964482139,88.0,1400000.0
70145,RICHMOND HILL,01,A1,11419,1.0,900.0,96.0,475000.0
58267,FLUSHING-NORTH,13,R4,11354,1.0,4256.917964482139,9.0,1040000.0
25190,WILLIAMSBRIDGE,07,C3,10467,4.0,3540.0,102.0,599000.0
56502,FLUSHING-NORTH,01,A5,11358,1.0,1600.0,82.0,850000.0
3095,GRAMERCY,10,D4,10003,2.3948661722025153,4256.917964482139,57.0,555000.0
65915,LITTLE NECK,01,A3,11362,1.0,2793.0,67.0,1115000.0
26073,BAY RIDGE,07,C2,11220,6.0,5100.0,88.0,800000.0
70150,RICHMOND HILL,01,A9,11419,1.0,1296.0,86.0,520000.0
23639,SOUNDVIEW,01,A1,10473,1.0,2695.0,82.0,347295.0
50542,ASTORIA,13,R4,11102,1.0,4256.917964482139,28.0,700000.0
44993,PARK SLOPE,15,R1,11215,1.0,4256.917964482139,4.0,2175000.0
19027,BELMONT,02,S2,10458,3.0,1500.0,86.0,1450000.0
12644,UPPER EAST SIDE (59-79),10,D4,10075,2.3948661722025153,4256.917964482139,52.0,915406.0
61858,GLENDALE,02,B2,11385,2.0,1802.0,97.0,625000.0
65253,KEW GARDENS,10,D4,11415,2.3948661722025153,4256.917964482139,93.0,197000.0
38382,FLATBUSH-EAST,07,C1,11203,19.0,19840.0,87.0,2900000.0
76175,ANNADALE,01,A2,10312,1.0,1176.0,52.0,475000.0
22776,RIVERDALE,07,C3,10471,4.0,3162.0,97.0,1294000.0
57958,FLUSHING-NORTH,13,R4,11354,1.0,4256.917964482139,3.0,765000.0
72366,SOUTH JAMAICA,01,A1,11433,1.0,1120.0,86.0,445000.0
11763,UPPER EAST SIDE (59-79),09,C6,10021,2.3948661722025153,4256.917964482139,97.0,400000.0
13669,UPPER EAST SIDE (79-96),10,D4,10128,2.3948661722025153,4256.917964482139,93.0,1460000.0
56590,FLUSHING-NORTH,01,A1,11365,1.0,1800.0,72.0,975000.0
16940,UPPER WEST SIDE (79-96),10,D4,10024,2.3948661722025153,4256.917964482139,81.0,2550000.0
31186,BROWNSVILLE,02,B1,11212,2.0,2160.0,87.0,550000.0
13505,UPPER EAST SIDE (79-96),09,C6,10028,2.3948661722025153,4256.917964482139,96.0,160000.0
51051,BAYSIDE,01,A1,11361,1.0,2688.0,9.0,1380000.0
57393,FLUSHING-NORTH,10,D4,11354,2.3948661722025153,4256.917964482139,60.0,180000.0
72081,SO. JAMAICA-BAISLEY PARK,01,A2,11434,1.0,1495.0,92.0,440000.0
10597,SOHO,09,C6,10012,2.3948661722025153,4256.917964482139,117.0,640000.0
20534,KINGSBRIDGE HTS/UNIV HTS,10,D4,10468,2.3948661722025153,4256.917964482139,67.0,195000.0
14986,UPPER EAST SIDE (79-96),43,RB,10028,1.0,4256.917964482139,117.0,925000.0
59863,FLUSHING-SOUTH,10,D4,11367,2.3948661722025153,4256.917964482139,64.0,277000.0
80965,NEW SPRINGVILLE,02,B9,10314,2.0,1776.0,36.0,499900.0
9858,MORNINGSIDE HEIGHTS,10,D4,10027,2.3948661722025153,4256.917964482139,61.0,700000.0
76203,ANNADALE,01,A2,10312,1.0,1968.0,42.0,575000.0
43418,OCEAN PARKWAY-NORTH,02,B1,11230,2.0,3432.0,87.0,2950000.0
45033,PARK SLOPE,15,R1,11215,1.0,4256.917964482139,97.0,1600000.0
10262,MURRAY HILL,13,R4,10016,1.0,4256.917964482139,64.0,652000.0
82714,SOUTH BEACH,01,A2,10305,1.0,532.0,77.0,260000.0
63404,HOWARD BEACH,10,D4,11414,2.3948661722025153,4256.917964482139,55.0,240000.0
18050,WASHINGTON HEIGHTS UPPER,09,C6,10033,2.3948661722025153,4256.917964482139,91.0,300000.0
16368,UPPER WEST SIDE (59-79),17,R9,10023,2.3948661722025153,4256.917964482139,55.0,520000.0
67712,OAKLAND GARDENS,01,A2,11364,1.0,1248.0,57.0,865000.0
7704,MIDTOWN EAST,10,D4,10017,2.3948661722025153,4256.917964482139,88.0,1200000.0
70135,RICHMOND HILL,01,A1,11417,1.0,1248.0,97.0,530000.0
41858,MARINE PARK,01,A9,11234,1.0,1261.0,97.0,710000.0
9329,MIDTOWN WEST,13,R4,10019,1.0,4256.917964482139,12.0,2760000.0
63743,JACKSON HEIGHTS,02,B3,11372,2.0,1664.0,86.0,1049000.0
3877,GREENWICH VILLAGE-CENTRAL,10,D4,10011,2.3948661722025153,4256.917964482139,57.0,640000.0
80444,NEW DORP,01,A2,10306,1.0,1152.0,56.0,530000.0
36269,EAST NEW YORK,01,A5,11208,1.0,1394.0,116.0,320000.0
36598,EAST NEW YORK,02,B1,11208,2.0,2430.0,97.0,300000.0
12804,UPPER EAST SIDE (59-79),13,R4,10021,1.0,4256.917964482139,94.0,2625000.0
10939,SOUTHBRIDGE,10,D4,10038,2.3948661722025153,4256.917964482139,46.0,526000.0
31937,BUSHWICK,07,C2,11221,6.0,4860.0,107.0,1500000.0
38019,FLATBUSH-EAST,01,A9,11210,1.0,1326.0,91.0,179000.0
40257,GRAVESEND,03,C0,11214,3.0,3245.0,87.0,1310000.0
81663,PORT RICHMOND,01,A2,10302,1.0,884.0,72.0,315000.0
42004,MARINE PARK,02,B1,11234,2.0,2440.0,92.0,400000.0
51145,BAYSIDE,01,A1,11364,1.0,1495.0,76.0,815000.0
27204,BEDFORD STUYVESANT,03,C0,11213,3.0,2892.0,118.0,1160000.0
16274,UPPER WEST SIDE (59-79),17,R9,10023,2.3948661722025153,4256.917964482139,54.0,1150000.0
52732,BROAD CHANNEL,01,A2,11693,1.0,758.0,86.0,360000.0
29629,BOROUGH PARK,04,R6,11204,1.0,4256.917964482139,4.0,875000.0
45326,PROSPECT HEIGHTS,07,C3,11217,4.0,2406.0,85.0,2300000.0
68316,OZONE PARK,02,B9,11416,2.0,1152.0,106.0,399000.0
7769,MIDTOWN EAST,10,D4,10017,2.3948661722025153,4256.917964482139,90.0,660844.0
77912,ELTINGVILLE,02,B2,10312,2.0,2317.0,41.0,697000.0
56648,FLUSHING-NORTH,01,A5,11357,1.0,1056.0,57.0,727000.0
64207,JACKSON HEIGHTS,10,D4,11369,2.3948661722025153,4256.917964482139,63.0,248000.0
22354,PELHAM GARDENS,01,A5,10469,1.0,1464.0,77.0,515000.0
66461,LONG ISLAND CITY,13,R4,11101,1.0,4256.917964482139,2.0,753505.0
75932,WOODSIDE,10,D4,11377,2.3948661722025153,4256.917964482139,82.0,282000.0
13277,UPPER EAST SIDE (59-79),17,R9,10021,2.3948661722025153,4256.917964482139,54.0,960000.0
20447,KINGSBRIDGE HTS/UNIV HTS,02,B1,10468,2.0,3498.0,115.0,510000.0
21265,MORRIS PARK/VAN NEST,10,D4,10462,2.3948661722025153,4256.917964482139,84.0,165000.0
83299,TOTTENVILLE,01,A1,10307,1.0,1400.0,91.0,480000.0
74145,ST. ALBANS,01,A5,11412,1.0,1200.0,72.0,445000.0
69013,QUEENS VILLAGE,01,A0,11411,1.0,1225.0,67.0,470000.0
4395,GREENWICH VILLAGE-WEST,10,D4,10014,2.3948661722025153,4256.917964482139,56.0,700000.0
7952,MIDTOWN EAST,10,D4,10022,2.3948661722025153,4256.917964482139,43.0,1362000.0
